#WORD	ANIMATE	INANIMATE	MALE	FEMALE	NEUTRAL	SINGULAR	PLURAL
脉动	0	0	0	0	0	2	0
二奶	0	0	0	0	0	4	0
坟	0	0	0	0	0	2	0
人口	5	0	5	0	0	25	5
坝	0	0	0	0	0	1	0
外海	0	0	0	0	0	2	0
妹妹	3	0	0	3	0	6	0
专校	0	1	0	0	0	1	0
东寺镇	0	2	0	0	0	2	0
国情	0	0	0	0	0	4	0
滕森	3	0	3	0	0	3	0
厦门港	0	2	0	0	0	2	0
优遇	0	0	0	0	0	4	2
赤领村	0	1	0	0	0	1	0
铁道部	0	5	0	0	0	0	0
报酬	0	0	0	0	0	1	0
理事国	0	0	0	0	0	18	0
香江	0	0	0	0	0	1	0
深水港	0	0	0	0	0	2	0
出现	0	0	0	0	0	0	0
后者	1	0	0	1	0	5	0
公路局	0	2	0	0	0	0	0
城镇	0	0	0	0	0	4	0
代价	0	0	0	0	0	1	0
年初二	0	0	0	0	0	1	0
缺乏	0	0	0	0	0	1	0
吴建德	2	0	0	0	0	2	0
沃伦·哈丁	2	0	2	0	0	2	0
在野党	6	0	0	0	0	10	6
观众	2	0	2	0	0	30	1
徐奉洙	3	0	3	0	0	3	0
台湾话	0	0	0	0	0	2	0
模范	0	0	0	0	0	2	0
经济组	0	1	0	0	0	1	0
６时５０分	0	0	0	0	0	1	0
专栏	0	0	0	0	0	2	0
马路	1	0	1	0	0	3	0
冷箭	0	0	0	0	0	2	0
布局	0	0	0	0	0	3	2
大武	0	1	0	0	0	1	0
大坪溪	0	4	0	0	0	4	0
晚报	0	0	0	0	0	1	0
收音机	0	0	0	0	0	2	0
宝宝	2	0	0	0	0	4	0
学生们	1	0	1	0	0	2	1
要素	1	0	1	0	0	3	2
那时候	0	0	0	0	0	2	0
］罗奇	1	0	0	0	0	1	0
土	0	0	0	0	0	5	0
ｇ．ｄ．瑟尔	0	0	0	0	0	1	0
谭惠珠	3	0	0	0	0	3	0
主持	0	0	0	0	0	1	0
派驻	0	0	0	0	0	1	0
副主席	5	0	1	0	0	6	0
帆－－迷航	0	0	0	0	0	1	0
弹片	0	0	0	0	0	2	0
年代	0	0	0	0	0	25	0
副秘书长	2	0	0	0	0	4	0
滕春燕	6	0	0	6	0	6	0
ａｎｇａ	0	0	0	0	0	2	0
楼面	0	0	0	0	0	4	0
斯托科维尔·戴	3	0	3	0	0	3	0
汇率	0	0	0	0	0	3	0
艺术节	0	0	0	0	0	7	0
陈江	3	0	0	0	0	3	0
驻	3	8	2	0	0	31	0
场	0	0	0	0	0	1	0
病房	0	0	0	0	0	4	0
恐惧	0	0	0	0	0	2	0
表示	0	0	0	0	0	7	0
地	10	33	0	10	0	128	6
香气	0	0	0	0	0	2	0
编剧	3	0	0	1	0	3	1
情势	0	0	0	0	0	11	0
典范	0	0	0	0	0	2	0
李永哲	5	0	5	0	0	5	0
学员们	1	0	1	0	0	1	1
在	12	2	7	3	0	34	3
文学报	0	0	0	0	0	2	0
手术	0	0	0	0	0	5	0
马	0	2	0	0	0	3	0
利润	0	0	0	0	0	19	0
苏伽金	3	0	3	0	0	3	0
妻妹	1	0	0	0	0	1	0
自由	0	0	0	0	0	2	0
手机	0	0	0	0	0	2	1
原子鼠	4	0	1	0	0	4	0
加强	0	0	0	0	0	2	0
治权	0	0	0	0	0	2	0
ｙｏｕ	2	0	0	0	0	2	0
戴恩斯	2	0	2	0	0	2	0
陈大伟	3	0	3	0	0	3	0
乐手	0	0	0	0	0	2	0
古及拉特邦	0	2	0	0	0	2	0
开端	0	0	0	0	0	8	0
花市	0	0	0	0	0	3	0
文章	0	1	0	0	0	44	0
活埋	0	0	0	0	0	0	0
回	0	0	0	0	0	0	0
年会	0	1	0	0	0	11	1
波折	0	0	0	0	0	1	0
抢劫犯	0	0	0	0	0	1	0
编辑	0	0	0	0	0	1	0
漳州	0	3	0	0	0	3	0
邻邦	0	0	0	0	0	4	0
亚太	0	16	0	0	0	14	0
团	0	0	0	0	0	6	0
游淮银	1	0	0	0	0	1	0
因	0	0	0	0	0	2	0
曾明来	3	0	3	0	0	3	0
曾旭正	5	5	5	0	0	5	0
结局	0	0	0	0	0	4	0
园	0	0	0	0	0	2	0
损益表	0	0	0	0	0	2	0
茂名	0	2	0	0	0	2	0
母亲	46	0	0	45	0	63	4
爵士	1	0	0	0	0	2	0
年份	0	0	0	0	0	5	0
竞争力	0	0	0	0	0	16	0
代表处	0	0	0	0	0	10	0
图	0	0	0	0	0	2	0
汕头市	0	9	0	0	0	9	0
饭岛爱	2	0	0	0	0	2	0
国	111	657	10	8	1	1047	176
研究室	0	2	0	0	0	2	0
编号	0	0	0	0	0	3	0
南联盟	0	12	0	0	0	12	0
购买	0	0	0	0	0	0	0
广东	12	41	0	0	0	41	12
总和	0	0	0	0	0	6	0
澳人	0	1	0	0	0	1	0
大款	2	0	2	0	0	2	2
上诉案	0	0	0	0	0	1	0
教育	0	3	0	0	0	30	0
茂叶	0	0	0	0	0	2	0
欢颜	0	0	0	0	0	2	0
史博馆	0	0	0	0	0	1	0
人权日	0	0	0	0	0	7	0
上帝军	0	0	0	0	0	3	0
龟甲	0	0	0	0	0	2	0
显示管	0	2	0	0	0	2	0
神话	0	0	0	0	0	2	0
负债	0	0	0	0	0	2	0
实验室	0	3	0	0	0	24	0
音乐家	1	0	0	0	0	1	0
设立	0	0	0	0	0	4	0
日月潭	0	2	0	0	0	2	0
休士顿	0	2	0	0	0	2	0
建筑	1	1	0	0	0	10	1
车主	1	0	0	0	0	4	0
朋友们	3	0	2	0	0	11	3
不照顾	0	0	0	0	0	1	0
马跃	12	0	12	0	0	12	0
sharon	4	0	4	4	0	4	0
钢厂	0	2	0	0	0	2	0
减租	0	0	0	0	0	2	0
zdnet	0	1	0	0	1	0	0
恩人	1	0	1	0	0	1	0
茶乡	0	1	0	0	0	1	0
老王	1	0	1	0	0	1	0
张保明	3	0	0	0	0	3	0
skii	0	0	0	0	0	3	0
车上	0	0	0	0	0	2	0
玉皇大帝	0	0	0	0	0	2	0
产地	0	0	0	0	0	16	0
刚果金	0	12	0	0	0	12	0
见习	0	0	0	0	0	0	0
建议	0	0	0	0	0	38	0
多用途车	0	0	0	0	0	1	0
责任	0	0	0	0	0	13	0
投资人	15	0	15	0	0	22	15
脑部	0	0	0	0	0	2	0
啤酒	3	3	3	0	0	0	3
彼此	4	4	1	0	0	13	5
陈毅	2	0	0	0	0	2	0
配置	0	0	0	0	0	1	0
南投县	0	2	0	0	0	2	0
普强	0	0	0	0	0	1	0
山路	0	0	0	0	0	1	0
黑函	0	0	0	0	0	6	0
照片	0	0	0	0	0	12	0
报道	0	1	0	0	0	98	0
大自然	0	0	0	0	0	4	0
加通社	0	0	0	0	0	4	0
童子军	1	0	0	0	0	1	0
安东尼奥	2	0	0	0	0	2	0
范保罗	2	0	0	0	0	2	0
防城港	0	1	0	0	0	1	0
佩特里斯	3	0	3	0	0	3	0
人品	0	0	0	0	0	3	0
条约案	0	0	0	0	0	2	0
和落岛	0	2	0	0	0	2	0
奇景	0	0	0	0	0	2	0
希尔	3	0	3	3	0	3	0
标准箱	0	0	0	0	0	2	0
赵荣台	1	0	0	0	0	1	0
注意	0	0	0	0	0	3	0
从前	0	0	0	0	0	2	0
废除	0	0	0	0	0	1	0
财位	0	0	0	0	0	1	0
三角洲	0	2	0	0	0	2	0
blog	0	2	0	0	0	2	0
方盒子	0	0	0	0	0	2	0
荆书萍	1	0	1	0	0	1	1
萨迪赫	1	0	1	0	0	1	0
中方	3	16	1	0	0	17	2
举措	0	0	0	0	0	5	0
剧本	0	0	0	0	0	4	0
望夫崖	0	0	0	0	0	1	0
塔卡切夫	2	0	0	0	0	2	0
克雷蒂安	11	0	10	0	0	11	0
版图	0	0	0	0	0	5	0
投影	0	0	0	0	0	2	0
牧区	0	0	0	0	0	2	0
鸟松	0	0	0	0	0	1	0
纽带	0	0	0	0	0	2	0
建立	0	0	0	0	0	4	0
劳工	3	0	3	0	0	6	3
溯源	0	0	0	0	0	2	0
轿车	0	0	0	0	0	40	1
自己人	1	0	1	0	0	4	0
四九年	0	0	0	0	0	9	0
乡民们	1	0	0	0	0	1	1
指挥车	0	0	0	0	0	2	0
人命	0	0	0	0	0	1	0
嘴	0	0	0	0	0	2	0
援助国	0	0	0	0	0	4	0
鲍勃	2	0	0	0	0	2	0
大明	0	0	0	0	0	2	0
报关单	0	0	0	0	0	4	0
财长	2	0	2	0	0	2	2
弹劾案	0	0	0	0	0	18	0
区分	0	0	0	0	0	3	0
鲁哥瓦	2	0	0	0	0	2	0
代表制	0	0	0	0	0	0	0
建设	0	0	0	0	0	114	7
书局	2	0	2	0	0	3	2
超现实主义	0	0	0	0	0	4	0
马修	4	0	4	0	0	4	0
董浩林	2	0	0	0	0	2	0
九幺幺	0	0	0	0	0	2	0
通用	0	2	0	0	0	17	0
华侨	1	2	1	0	0	4	1
冠	0	0	0	0	0	2	0
保真	0	0	0	0	0	0	0
印度洋	0	2	0	0	0	2	0
使节	1	0	1	0	0	5	1
农	0	0	0	0	0	1	0
待客厅	0	0	0	0	0	1	0
军	0	0	0	0	0	10	2
扬州	0	1	0	0	0	1	0
书展	0	0	0	0	0	17	0
写	0	0	0	0	0	0	0
拨付	0	0	0	0	0	1	0
理财热	0	0	0	0	0	2	0
卓伟	18	0	16	0	0	18	0
人马	0	0	0	0	0	8	0
风山	0	1	0	0	0	1	0
车体	0	0	0	0	0	2	0
邦谊	0	0	0	0	0	3	0
冉	1	0	0	0	0	1	0
南京	1	50	0	0	0	50	1
德文	0	0	0	0	0	2	0
西线	0	0	0	0	0	4	0
迪克·切尼	1	0	1	0	0	1	0
颐和园	0	0	0	0	0	2	0
内	1	1	0	0	0	3	1
计票	0	0	0	0	0	6	0
部落	0	3	0	0	0	11	0
旅游	0	0	0	0	0	2	0
出	0	0	0	0	0	1	0
十六	0	0	0	0	0	4	0
朱婉清	14	0	0	8	0	14	0
孙文	1	0	0	0	0	1	0
汤普森	3	0	3	0	0	3	0
疏松	0	0	0	0	0	1	0
展览	0	0	0	0	0	13	0
酒会	0	0	0	0	0	3	0
安徽	0	2	0	0	0	2	0
援款	0	0	0	0	0	2	0
已婚者	1	0	0	0	0	1	0
他们	1457	124	1457	14	0	1204	1457
油污	0	0	0	0	0	5	0
鲧	2	0	2	0	0	2	0
乡亲报	0	0	0	0	0	6	0
安迪·凯恩斯	2	0	0	0	0	2	0
错误	0	0	0	0	0	5	0
乍得	0	5	0	0	0	5	0
行程	0	1	0	0	0	20	0
西三奇	0	0	0	0	0	1	0
惯例	0	0	0	0	0	6	0
９２年	0	0	0	0	0	1	0
产品	0	1	0	0	0	116	0
研究生	0	0	0	0	0	1	0
河流	0	0	0	0	0	3	0
秦皇	1	1	0	0	0	1	0
奇摩网	0	1	0	0	0	0	0
利率	0	0	0	0	0	1	0
赖英照	1	0	0	0	0	1	0
功效	0	0	0	0	0	6	0
斯拜德·马科斯	1	0	0	0	0	1	0
杰夫＊魏甘德	1	0	1	0	0	1	0
预计	0	0	0	0	0	2	0
带到	0	0	0	0	0	1	0
总数	0	0	0	0	0	10	0
宝拉＊赞恩	1	0	0	1	0	1	0
祝本利	9	0	9	0	0	9	0
鱼	1	0	0	0	0	15	0
儿	0	0	0	0	0	2	1
法案	0	0	0	0	0	12	0
陈晟	6	0	0	0	0	6	0
小侯	0	0	0	0	0	1	0
明星	7	0	4	2	0	10	1
单位	7	14	3	0	0	67	11
溪水	0	0	0	0	0	2	0
线团	0	0	0	0	0	2	0
巴国甫	3	0	0	0	0	3	0
委托人	0	0	0	0	0	2	0
观看	0	0	0	0	0	1	0
承焕兴	1	0	0	0	0	1	0
三月	0	0	0	0	0	2	0
副司令员	1	0	0	0	0	1	0
俄联邦	0	1	0	0	0	1	0
达维德	2	0	2	0	0	2	0
母公司	0	2	0	0	0	2	0
壳民	0	0	0	0	0	1	0
主意	0	0	0	0	0	1	0
学年度	0	0	0	0	0	2	0
松村峻夫	1	0	1	0	0	1	1
份量	0	0	0	0	0	2	0
塞·皮奥利内	1	0	0	0	0	1	0
绯闻	0	0	0	0	0	2	0
估计	0	0	0	0	0	2	0
共	0	1	0	0	0	1	0
关	0	0	0	0	0	1	0
风风雨雨	0	0	0	0	0	1	0
胶囊	0	0	0	0	0	5	0
兵	0	0	0	0	0	9	0
珍珠市	0	2	0	0	0	2	0
其	51	63	31	2	4	221	9
恩怨	0	0	0	0	0	2	0
肖扬	1	0	0	0	0	1	0
台语剧	0	0	0	0	0	2	0
具	0	0	0	0	0	0	0
金梅	0	0	0	0	0	2	0
眼睛	0	0	0	0	0	7	0
悉尼	0	3	0	0	0	4	0
养	0	0	0	0	0	0	0
妈妈	55	2	16	19	0	80	9
兼	1	0	1	0	0	1	0
他乡	0	1	0	0	0	1	0
乔治＊特内特	1	0	1	0	0	1	0
克什米尔	7	14	0	0	0	14	0
盛华任	3	0	0	0	0	3	0
阿尔博	1	0	0	0	0	1	0
料理	0	0	0	0	0	2	0
铁门	0	0	0	0	0	8	0
全	0	3	0	0	0	6	0
八	0	0	0	0	0	1	0
圣战	0	0	0	0	0	2	0
制片	0	0	0	0	0	3	0
孙明	12	0	12	0	0	12	0
游离	0	1	0	0	0	0	0
黄桂英	3	0	0	3	0	3	0
吾尔开希	1	0	1	0	0	1	0
萧琼瑞	1	0	0	0	0	1	0
民主党人	3	0	3	0	0	3	3
秦真	4	0	4	0	0	4	0
党	2	36	2	0	0	87	10
病患	0	0	0	0	0	4	0
珠三角	0	9	0	0	0	9	0
女尸	0	0	0	0	0	1	0
张幼文	1	0	0	0	0	1	0
性格	0	0	0	0	0	3	0
元	0	0	0	0	0	3	0
王灏	2	0	0	0	0	2	0
发射机	0	0	0	0	0	1	0
谢东敏	1	0	0	0	0	1	0
兄	3	0	3	0	0	3	0
精华素	0	0	0	0	0	2	0
纪委	0	3	0	0	0	1	0
战机	0	0	0	0	0	6	0
华莱士	3	0	0	0	0	3	0
爱国	0	1	0	0	0	1	0
光	0	0	0	0	0	1	0
南斯拉夫	10	223	0	0	0	223	1
财政部	8	14	0	0	0	14	8
河河	3	0	3	0	0	3	0
沿江	0	2	0	0	0	2	0
儒门	0	0	0	0	0	3	0
哨所	0	0	0	0	0	2	0
认知	0	0	0	0	0	2	0
海协会	0	1	0	0	0	0	0
秦始皇	8	8	0	0	0	8	0
校舍	0	0	0	0	0	2	0
９７年	0	0	0	0	0	2	0
扩张	0	0	0	0	0	4	2
纳税人	0	0	0	0	0	6	0
带动	0	0	0	0	0	2	0
国族主义	0	0	0	0	0	2	0
疗效	0	0	0	0	0	6	0
妇女	8	1	1	6	0	19	6
西北部	0	4	0	0	0	4	0
体裁	0	0	0	0	0	1	0
村民们	2	0	1	0	0	3	2
阿曼	0	12	0	0	0	12	0
专机	0	0	0	0	0	2	0
情报志	0	0	0	0	0	3	0
绝响	0	0	0	0	0	2	0
星报	0	2	0	0	0	0	0
许宗力	1	0	0	0	0	1	0
百货	0	0	0	0	0	3	0
田弘茂	3	0	3	0	0	3	0
巴士	0	0	0	0	0	2	0
伊拉克人	5	0	5	0	0	6	5
吴登义	3	0	3	0	0	3	0
佛罗里达州	0	30	0	0	0	30	0
市场	0	1	0	0	0	159	6
三八年	0	0	0	0	0	2	0
不合理性	0	0	0	0	0	2	0
考生	1	0	1	0	0	1	0
餐厅	2	0	2	0	0	7	2
埃塞俄比亚	0	3	0	0	0	3	0
红尘	0	0	0	0	0	3	0
绣鞋	0	0	0	0	0	1	0
林中斌	2	0	0	0	0	2	0
时机	0	0	0	0	0	12	0
护垫	0	0	0	0	0	1	0
大中华	0	5	0	0	0	5	2
月光楼	0	0	0	0	0	1	0
软体	0	1	0	0	1	8	0
荣誉	0	0	0	0	0	2	0
瑞典人	1	0	1	0	0	1	1
集团	29	100	24	0	0	82	29
以上	0	0	0	0	0	2	0
奇想	0	0	0	0	0	1	0
南宁市	0	11	0	0	0	11	0
立委	6	5	0	1	0	28	2
宇宙观	0	0	0	0	0	3	0
液体	0	0	0	0	0	1	0
解放军	0	2	0	0	0	0	0
严德芬	3	0	0	0	0	3	0
介入	0	0	0	0	0	4	0
像	0	1	0	0	0	5	0
内衣	0	0	0	0	0	1	0
余陈月瑛	1	0	0	0	0	1	0
夜晚	0	0	0	0	0	3	0
副加值	0	0	0	0	0	2	0
龚航曾	8	0	8	0	0	8	0
绥中县	0	1	0	0	0	1	0
社会主义	0	0	0	0	0	4	0
粮食	0	0	0	0	0	1	0
陈采卿	1	0	0	1	0	1	0
热线	0	0	0	0	0	2	0
上柜	0	0	0	0	0	0	0
北埔	0	23	0	0	0	23	1
茶叶	0	0	0	0	0	12	0
陶德	7	0	7	0	0	7	0
女孩	12	0	0	11	0	17	2
坎贝尔县	0	1	0	0	0	1	0
身份证	0	0	0	0	0	5	0
震中	0	0	0	0	0	2	0
ｗｔｏ	0	9	0	0	0	9	0
资金	0	0	0	0	0	58	0
东方	1	3	1	0	0	5	0
张华祯	2	0	0	0	0	2	0
道格拉斯·费思	2	0	2	0	0	2	0
史蒂芬	1	0	0	0	0	1	0
院所	0	0	0	0	0	3	0
绵阳	0	2	0	0	0	2	0
此间	0	0	0	0	0	4	0
潘金莲	2	0	0	0	0	2	0
溪流	0	1	0	0	0	1	0
融合	0	1	0	0	0	4	0
刘立智	2	0	2	0	0	2	0
张明贤	1	0	1	0	0	1	0
钝器	0	0	0	0	0	2	0
半壁江山	0	0	0	0	0	2	0
建管处	0	3	0	0	0	0	0
倍	0	0	0	0	0	1	0
阴柔	0	0	0	0	0	2	0
邪教	3	6	3	0	0	7	3
克里斯蒂	1	0	1	0	0	1	0
人力	0	0	0	0	0	3	0
尤哈尼	1	0	0	0	0	1	0
起诉	0	0	0	0	0	3	0
可能	0	0	0	0	0	3	0
台胞	0	1	0	0	0	4	0
滑梯	0	0	0	0	0	1	0
借	0	0	0	0	0	1	0
马依	0	0	0	0	0	0	0
杨易夫	7	0	0	0	0	7	0
扬巴	0	0	0	0	0	1	0
巴干戴尔	2	2	0	0	0	2	0
国安局	0	8	0	0	0	0	0
县虹	1	0	1	0	0	1	0
区隔	0	0	0	0	0	5	0
拍到	0	0	0	0	0	1	0
诉状	0	0	0	0	0	2	0
除夕夜	0	0	0	0	0	1	0
一八六二年	0	0	0	0	0	2	0
休斯顿	0	1	0	0	0	1	0
亲友	0	0	0	0	0	2	0
买家	0	0	0	0	0	1	0
微机	0	0	0	0	0	2	0
高清愿	1	0	0	0	0	1	0
王宏道	3	0	0	0	0	3	0
医院	10	17	10	0	0	43	10
经验	0	0	0	0	0	62	2
姚振刚	2	0	2	0	0	2	0
彭世生	1	0	1	0	0	1	0
何智辉	1	0	0	0	0	1	0
加滕宏一	2	0	2	0	0	2	0
改组	0	0	0	0	0	4	0
１１月份	0	0	0	0	0	1	0
软件	0	0	0	0	0	1	0
国旗	0	0	0	0	0	2	0
女子	18	0	0	18	0	21	1
录音界	0	0	0	0	0	2	0
商场	0	1	0	0	0	2	0
涉及	0	0	0	0	0	1	0
牙医师们	1	0	0	0	0	1	1
拉那烈	3	0	0	0	0	3	0
儒雅	0	0	0	0	0	2	0
台股	0	3	0	0	0	4	0
并购	0	0	0	0	0	2	0
市中心	0	3	0	0	0	10	0
华盛顿	5	55	0	0	0	55	1
那时	0	0	0	0	0	23	1
转让	0	0	0	0	0	6	0
球队	0	0	0	0	0	2	0
做	0	0	0	0	0	1	0
布列尔涅夫	2	0	0	0	0	2	0
黑死病	0	0	0	0	0	1	0
三角区	0	2	0	0	0	2	0
选票	0	0	0	0	0	12	0
西北	0	2	0	0	0	4	0
唐山	0	3	0	0	0	6	0
封耀松	1	0	1	0	0	1	0
草书	0	0	0	0	0	1	0
河口湖	2	2	0	2	0	2	0
黑	0	0	0	0	0	6	0
蔡分斯	4	0	0	0	0	4	0
路线	0	0	0	0	0	6	0
鲍·利佐	1	0	0	0	0	1	0
压	0	0	0	0	0	2	0
省籍	0	0	0	0	0	1	0
日用品	0	0	0	0	0	2	0
义工	0	0	0	0	0	2	0
谢尔盖恩科夫	1	0	0	0	0	1	0
黎	0	1	0	0	0	1	1
朱邦造	2	0	0	0	0	2	0
厂	0	11	0	0	0	25	0
黄	1	0	1	0	0	1	0
签订	0	0	0	0	0	4	0
厅	0	0	0	0	0	1	0
老大哥	0	1	0	0	0	1	0
院方	1	1	1	0	0	6	1
二孙女	1	0	0	1	0	1	0
竹围	0	0	0	0	0	1	0
去	1	0	1	0	0	2	0
分界	0	0	0	0	0	1	0
萨尔图区	0	2	0	0	0	2	0
arsu	0	0	0	0	0	1	0
坡壁	0	0	0	0	0	0	0
县	2	4	1	0	0	40	3
晚年	0	0	0	0	0	2	0
ｎｏｔｇｒｏｖｅｒ	1	0	0	0	0	1	0
房改	0	0	0	0	0	2	0
制冷剂	0	8	0	0	0	10	0
吴祖强	1	0	1	0	0	1	0
传说	1	0	1	0	0	2	1
副作用	0	0	0	0	0	4	0
温采福	3	0	3	0	0	3	0
费尔南德斯	2	0	0	0	0	2	0
福建人	0	3	0	0	0	3	0
前沿	0	0	0	0	0	2	0
护士	1	0	0	1	0	1	0
要务	0	0	0	0	0	2	0
叶垂景	1	0	1	0	0	1	0
青番公	4	0	0	0	0	4	0
查克＊舒默	1	0	0	0	0	1	0
匕首	0	0	0	0	0	1	0
国政	0	0	0	0	0	1	0
二二八	0	0	0	0	0	2	0
上方	0	0	0	0	0	2	0
王照国	2	0	0	0	0	2	0
变	0	0	0	0	0	3	0
款项	0	0	0	0	0	9	0
电脑店	0	0	0	0	0	1	0
受	0	0	0	0	0	2	0
惨剧	0	1	0	0	0	3	0
商务区	0	0	0	0	0	4	0
源泉	0	0	0	0	0	2	0
基纳纳	6	0	0	0	0	6	0
杨静从	1	0	0	0	0	1	0
家属	15	0	15	0	0	47	15
反	0	0	0	0	0	6	0
琳达	12	0	0	8	0	12	0
及	0	0	0	0	0	1	0
德雷克斯勒	1	0	0	0	0	1	0
理念	0	0	0	0	0	7	0
又	0	0	0	0	0	1	0
迪斯尼	2	3	2	0	0	4	1
城里	0	0	0	0	0	1	0
贝尔格勒	0	8	0	0	0	8	0
罪行	0	0	0	0	0	5	0
帮助	0	0	0	0	0	1	0
策划者	0	0	0	0	0	1	0
小学生	0	0	0	0	0	3	0
传话	0	0	0	0	0	2	0
态度	0	0	0	0	0	23	0
火警	0	0	0	0	0	12	0
司	0	7	0	0	0	7	7
意见	0	0	0	0	0	17	0
封闭	0	0	0	0	0	1	0
罗卓瑶	23	22	1	22	0	23	1
号	3	2	1	0	0	16	0
展评	0	0	0	0	0	1	0
奥申委	0	5	0	0	0	0	0
叶	0	0	0	0	0	2	0
预选赛	0	0	0	0	0	2	0
钟坚	1	0	0	0	0	1	0
范围	0	0	0	0	0	30	0
台	40	111	0	0	1	117	12
右	1	0	0	0	0	1	0
海南	0	14	0	0	0	14	0
莫斯科	1	22	0	0	0	22	0
欧晋德	1	3	0	0	0	3	0
退税	0	0	0	0	0	0	0
都柏林	0	4	0	0	0	4	0
叫	1	0	1	0	0	2	0
古	0	1	0	0	0	4	0
绅士	1	0	1	0	0	2	0
邮费	0	0	0	0	0	2	0
口	2	0	1	0	0	4	2
加拿	0	1	0	0	0	1	0
打扮	0	0	0	0	0	2	0
戒急用忍	0	0	0	0	0	1	0
预见	0	0	0	0	0	1	0
北	0	6	0	0	0	13	3
痞子	1	0	1	0	0	1	0
绿地率	0	0	0	0	0	2	0
制冰厂	0	0	0	0	0	2	0
知识分子	2	0	1	0	0	4	1
产出	0	0	0	0	0	2	0
中年人	0	0	0	0	0	4	0
星星	0	0	0	0	0	5	0
雅奇	0	1	0	0	0	1	0
生物	0	0	0	0	0	8	0
伊斯兰教	3	3	0	0	0	0	3
基调	0	0	0	0	0	2	0
这边儿	1	0	0	0	0	1	0
选举权	0	0	0	0	0	2	0
你-	0	0	0	0	0	2	0
棺材	0	0	0	0	0	2	0
区	0	33	0	0	0	55	2
青少年	4	0	4	0	0	14	3
医	0	0	0	0	0	1	0
父母亲	4	0	4	2	0	6	4
流失	0	0	0	0	0	1	0
巴勒斯坦	28	154	23	0	0	154	34
矿工	1	0	1	0	0	1	1
入场式	0	0	0	0	0	2	0
身材	0	0	0	0	0	2	0
遮雨棚	0	0	0	0	0	5	0
娱记	0	0	0	0	0	2	0
香港队	0	3	0	0	0	3	0
陈欣评	1	0	1	0	0	1	0
合作人	0	0	0	0	0	2	0
彭作义	2	0	0	0	0	2	0
吴忠延	2	0	2	0	0	2	0
预言	0	0	0	0	0	2	0
互补性	0	0	0	0	0	6	0
南	0	6	0	0	0	7	1
组织法	0	0	0	0	0	7	1
卒	0	0	0	0	0	3	0
会谈	0	0	0	0	0	109	0
扒手	1	0	0	1	0	1	0
卜	1	0	0	0	0	1	0
鸟	0	0	0	0	0	2	0
西南	0	15	0	0	0	15	0
伸展台	0	0	0	0	0	2	0
失踪者	0	1	0	0	0	1	0
炼油厂	1	0	1	0	0	1	1
连线	0	0	0	0	0	2	0
副工程师	0	0	0	0	0	2	0
华	5	68	0	0	0	68	4
李夫斯	2	0	0	0	0	2	0
那曲	0	1	0	0	0	1	0
吉米	1	0	0	0	0	1	0
手指	0	0	0	0	0	4	0
印	4	7	0	0	0	10	4
主张	1	0	1	0	0	13	1
张雨生	2	0	0	0	0	2	0
仓储业	0	0	0	0	0	2	0
即	0	0	0	0	0	4	0
破坏	0	0	0	0	0	1	0
助手	2	0	2	0	0	2	2
宿室	0	0	0	0	0	1	0
郭巨	2	0	0	0	0	2	0
乘客	1	1	1	0	0	7	0
调查组	1	0	1	0	0	3	1
隐忧	0	0	0	0	0	2	0
西区	0	0	0	0	0	2	0
拖车	1	0	1	0	0	3	0
堵卡站	0	0	0	0	0	2	0
本阿米	12	0	6	0	0	12	0
宽限期	0	0	0	0	0	2	0
赎金	0	0	0	0	0	1	0
卡	0	0	0	0	0	1	0
占	0	0	0	0	0	3	0
搜查	0	0	0	0	0	3	0
鸡	0	0	0	0	0	3	0
人俑	0	0	0	0	0	1	0
喋血案	0	0	0	0	0	3	0
傻子	0	0	0	0	0	1	0
昔时	0	0	0	0	0	1	0
沙漠	0	0	0	0	0	1	0
暴力	0	0	0	0	0	2	0
建置	0	0	0	0	0	2	0
陈天轮	3	0	3	0	0	3	0
五六年	0	0	0	0	0	1	0
南部	0	2	0	0	0	5	0
鹭鸶	0	0	0	0	0	2	0
茶农	0	0	0	0	0	7	0
力	0	0	0	0	0	4	0
演艺界	0	0	0	0	0	1	0
参议院	0	37	0	0	0	10	0
暴动	0	0	0	0	0	1	0
社论	0	0	0	0	0	11	0
功	0	0	0	0	0	2	0
势态	0	0	0	0	0	1	0
办	0	1	0	0	0	0	0
震中区	0	0	0	0	0	3	0
华人	9	1	9	0	0	23	9
英雄	1	0	1	0	0	1	1
社讯	0	0	0	0	0	6	0
表现	0	0	0	0	0	8	0
营业额	0	0	0	0	0	8	0
你自己	1	0	0	0	0	3	0
转贷	0	0	0	0	0	2	0
形状	0	0	0	0	0	2	0
禁药	0	0	0	0	0	1	1
女巫	1	0	0	1	0	1	1
武万山	2	0	0	0	0	2	0
刘琴	1	0	0	0	0	1	0
释宪文	0	0	0	0	0	5	0
加	0	6	0	0	0	7	1
塔肯	2	0	2	0	0	2	0
孙志朗	2	2	2	0	0	2	0
白惠良	1	0	1	0	0	1	0
金质奖	1	0	0	0	0	1	0
贵阳	0	2	0	0	0	2	0
无水	3	0	0	0	0	3	0
势	0	0	0	0	0	2	0
年轻	0	0	0	0	0	2	0
拉甘地	1	0	1	0	0	1	0
中战	0	0	0	0	0	4	0
朝龙	5	0	0	0	0	5	0
意义	0	0	0	0	0	26	0
劲	0	0	0	0	0	2	0
封锁线	0	0	0	0	0	1	0
